,destination,passanger,gender,weather,maritalStatus,occupation,coupon,distance,has_children,direction_same,income,education,Age,time,expiration,temperature,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,Y
1696,2,0,1,2,2,15,1,2,0,1,8,4,3,0,0,2,0,1,3,2,0,0
1697,2,0,1,2,2,15,4,2,0,0,8,4,3,0,1,1,0,1,3,2,0,1
1698,2,0,1,2,2,15,2,0,0,0,8,4,3,0,0,1,0,1,3,2,0,0
1699,1,0,0,2,1,24,4,2,1,0,4,2,1,2,1,1,0,1,2,2,0,1
1700,1,1,0,2,1,24,2,2,1,0,4,2,1,1,0,2,0,1,2,2,0,0
1701,1,1,0,2,1,24,1,0,1,0,4,2,1,1,0,2,0,1,2,2,0,1
1702,1,1,0,2,1,24,2,0,1,0,4,2,1,2,0,2,0,1,2,2,0,1
1703,1,1,0,2,1,24,2,0,1,0,4,2,1,2,1,2,0,1,2,2,0,1
1704,1,1,0,2,1,24,4,0,1,0,4,2,1,3,0,2,0,1,2,2,0,1
1705,1,1,0,2,1,24,1,0,1,0,4,2,1,2,1,1,0,1,2,2,0,1
1706,1,2,0,2,1,24,4,0,1,0,4,2,1,1,0,2,0,1,2,2,0,1
1707,1,2,0,2,1,24,1,0,1,0,4,2,1,1,0,2,0,1,2,2,0,1
1708,1,2,0,2,1,24,0,0,1,0,4,2,1,1,1,2,0,1,2,2,0,0
1709,1,2,0,2,1,24,4,2,1,0,4,2,1,2,1,2,0,1,2,2,0,1
1710,1,2,0,2,1,24,4,0,1,0,4,2,1,2,1,1,0,1,2,2,0,1
1711,1,2,0,2,1,24,2,0,1,0,4,2,1,3,0,1,0,1,2,2,0,0
1712,0,0,0,2,1,24,0,2,1,1,4,2,1,3,1,1,0,1,2,2,0,0
1713,0,0,0,2,1,24,3,0,1,0,4,2,1,3,1,1,0,1,2,2,0,0
1714,0,0,0,2,1,24,2,2,1,0,4,2,1,3,0,2,0,1,2,2,0,0
1715,2,0,0,2,1,24,2,1,1,0,4,2,1,0,0,1,0,1,2,2,0,0
1716,2,0,0,2,1,24,0,1,1,0,4,2,1,0,1,1,0,1,2,2,0,0
1717,2,0,0,2,1,24,3,0,1,0,4,2,1,0,1,2,0,1,2,2,0,0
1718,2,0,0,2,1,24,1,2,1,1,4,2,1,0,0,2,0,1,2,2,0,0
1719,2,0,0,2,1,24,4,2,1,0,4,2,1,0,1,1,0,1,2,2,0,1
1720,2,0,0,2,1,24,2,0,1,0,4,2,1,0,0,1,0,1,2,2,0,0
1721,1,0,1,2,1,5,4,2,0,0,5,4,1,2,1,1,0,1,1,4,2,1
1722,1,1,1,2,1,5,2,2,0,0,5,4,1,1,0,2,0,1,1,4,2,0
1723,1,1,1,2,1,5,1,0,0,0,5,4,1,1,0,2,0,1,1,4,2,1
1724,1,1,1,2,1,5,2,0,0,0,5,4,1,2,0,2,0,1,1,4,2,0
1725,1,1,1,2,1,5,2,0,0,0,5,4,1,2,1,2,0,1,1,4,2,0
1726,1,1,1,2,1,5,4,0,0,0,5,4,1,3,0,2,0,1,1,4,2,1
1727,1,1,1,2,1,5,1,0,0,0,5,4,1,2,1,1,0,1,1,4,2,1
1728,1,3,1,2,1,5,2,2,0,0,5,4,1,1,0,2,0,1,1,4,2,0
1729,1,3,1,2,1,5,3,2,0,0,5,4,1,1,1,2,0,1,1,4,2,1
1730,1,3,1,2,1,5,0,2,0,0,5,4,1,1,0,2,0,1,1,4,2,0
1731,1,3,1,2,1,5,2,0,0,0,5,4,1,1,0,2,0,1,1,4,2,0
1732,1,3,1,2,1,5,4,2,0,0,5,4,1,3,0,2,0,1,1,4,2,1
1733,1,3,1,2,1,5,0,0,0,0,5,4,1,3,1,2,0,1,1,4,2,0
1734,0,0,1,2,1,5,0,2,0,1,5,4,1,3,1,1,0,1,1,4,2,0
1735,0,0,1,2,1,5,3,0,0,0,5,4,1,3,1,1,0,1,1,4,2,1
1736,0,0,1,2,1,5,2,2,0,0,5,4,1,3,0,2,0,1,1,4,2,0
1737,2,0,1,2,1,5,2,1,0,0,5,4,1,0,0,1,0,1,1,4,2,0
1738,2,0,1,2,1,5,0,1,0,0,5,4,1,0,1,1,0,1,1,4,2,0
1739,2,0,1,2,1,5,3,0,0,0,5,4,1,0,1,2,0,1,1,4,2,1
1740,2,0,1,2,1,5,1,2,0,1,5,4,1,0,0,2,0,1,1,4,2,1
1741,2,0,1,2,1,5,4,2,0,0,5,4,1,0,1,1,0,1,1,4,2,1
1742,2,0,1,2,1,5,2,0,0,0,5,4,1,0,0,1,0,1,1,4,2,0
1743,1,0,0,2,2,7,4,2,0,0,2,4,1,2,1,1,0,2,1,2,1,1
1744,1,1,0,2,2,7,2,2,0,0,2,4,1,1,0,2,0,2,1,2,1,1
1745,1,1,0,2,2,7,0,2,0,0,2,4,1,1,1,2,0,2,1,2,1,1
1746,1,1,0,2,2,7,1,0,0,0,2,4,1,1,0,2,0,2,1,2,1,0
1747,1,1,0,2,2,7,2,2,0,0,2,4,1,2,1,2,0,2,1,2,1,1
1748,1,1,0,2,2,7,2,0,0,0,2,4,1,2,0,2,0,2,1,2,1,1
1749,1,1,0,2,2,7,2,0,0,0,2,4,1,2,1,2,0,2,1,2,1,1
1750,1,1,0,2,2,7,4,0,0,0,2,4,1,2,1,2,0,2,1,2,1,1
1751,1,1,0,2,2,7,2,2,0,0,2,4,1,3,0,2,0,2,1,2,1,1
1752,1,1,0,2,2,7,4,0,0,0,2,4,1,3,0,2,0,2,1,2,1,1
1753,1,1,0,2,2,7,2,2,0,0,2,4,1,2,0,1,0,2,1,2,1,1
1754,1,1,0,2,2,7,1,0,0,0,2,4,1,2,1,1,0,2,1,2,1,1
1755,1,0,0,2,2,7,2,2,0,0,2,4,1,1,0,1,0,2,1,2,1,1
1756,0,0,0,2,2,7,0,2,0,1,2,4,1,3,1,1,0,2,1,2,1,1
1757,0,0,0,2,2,7,3,0,0,0,2,4,1,3,1,1,0,2,1,2,1,1
1758,0,0,0,2,2,7,2,2,0,0,2,4,1,3,0,2,0,2,1,2,1,1
1759,2,0,0,2,2,7,2,1,0,0,2,4,1,0,0,1,0,2,1,2,1,0
1760,2,0,0,2,2,7,0,1,0,0,2,4,1,0,1,1,0,2,1,2,1,1
1761,2,0,0,2,2,7,3,0,0,0,2,4,1,0,1,2,0,2,1,2,1,1
1762,2,0,0,2,2,7,1,2,0,1,2,4,1,0,0,2,0,2,1,2,1,0
1763,2,0,0,2,2,7,4,2,0,0,2,4,1,0,1,1,0,2,1,2,1,1
1764,2,0,0,2,2,7,2,0,0,0,2,4,1,0,0,1,0,2,1,2,1,0
1765,1,0,1,2,3,22,4,2,0,0,1,2,1,2,1,1,3,2,3,3,2,1
1766,1,1,1,2,3,22,2,2,0,0,1,2,1,1,0,2,3,2,3,3,2,1
1767,1,1,1,2,3,22,1,0,0,0,1,2,1,1,0,2,3,2,3,3,2,0
1768,1,1,1,2,3,22,2,0,0,0,1,2,1,2,0,2,3,2,3,3,2,0
1769,1,1,1,2,3,22,2,0,0,0,1,2,1,2,1,2,3,2,3,3,2,0
1770,1,1,1,2,3,22,4,0,0,0,1,2,1,3,0,2,3,2,3,3,2,1
1771,1,1,1,2,3,22,1,0,0,0,1,2,1,2,1,1,3,2,3,3,2,1
1772,1,3,1,2,3,22,2,2,0,0,1,2,1,1,0,2,3,2,3,3,2,0
1773,1,3,1,2,3,22,3,2,0,0,1,2,1,1,1,2,3,2,3,3,2,1
1774,1,3,1,2,3,22,0,2,0,0,1,2,1,1,0,2,3,2,3,3,2,0
1775,1,3,1,2,3,22,2,0,0,0,1,2,1,1,0,2,3,2,3,3,2,1
1776,1,3,1,2,3,22,4,2,0,0,1,2,1,3,0,2,3,2,3,3,2,1
1777,1,3,1,2,3,22,0,0,0,0,1,2,1,3,1,2,3,2,3,3,2,1
1778,0,0,1,2,3,22,0,2,0,1,1,2,1,3,1,1,3,2,3,3,2,1
1779,0,0,1,2,3,22,3,0,0,0,1,2,1,3,1,1,3,2,3,3,2,1
1780,0,0,1,2,3,22,2,2,0,0,1,2,1,3,0,2,3,2,3,3,2,1
1781,2,0,1,2,3,22,2,1,0,0,1,2,1,0,0,1,3,2,3,3,2,0
1782,2,0,1,2,3,22,0,1,0,0,1,2,1,0,1,1,3,2,3,3,2,1
1783,2,0,1,2,3,22,3,0,0,0,1,2,1,0,1,2,3,2,3,3,2,1
1784,2,0,1,2,3,22,1,2,0,1,1,2,1,0,0,2,3,2,3,3,2,1
1785,2,0,1,2,3,22,4,2,0,0,1,2,1,0,1,1,3,2,3,3,2,1
1786,2,0,1,2,3,22,2,0,0,0,1,2,1,0,0,1,3,2,3,3,2,1
1787,1,0,1,2,3,24,4,2,1,0,7,2,2,2,1,1,2,1,3,2,1,1
1788,1,1,1,2,3,24,2,2,1,0,7,2,2,1,0,2,2,1,3,2,1,1
1789,1,1,1,2,3,24,1,0,1,0,7,2,2,1,0,2,2,1,3,2,1,1
1790,1,1,1,2,3,24,2,0,1,0,7,2,2,2,0,2,2,1,3,2,1,1
1791,1,1,1,2,3,24,2,0,1,0,7,2,2,2,1,2,2,1,3,2,1,1
1792,1,1,1,2,3,24,4,0,1,0,7,2,2,3,0,2,2,1,3,2,1,1
1793,1,1,1,2,3,24,1,0,1,0,7,2,2,2,1,1,2,1,3,2,1,1
1794,1,2,1,2,3,24,4,0,1,0,7,2,2,1,0,2,2,1,3,2,1,0
1795,1,2,1,2,3,24,1,0,1,0,7,2,2,1,0,2,2,1,3,2,1,1
1796,1,2,1,2,3,24,0,0,1,0,7,2,2,1,1,2,2,1,3,2,1,0
1797,1,2,1,2,3,24,4,2,1,0,7,2,2,2,1,2,2,1,3,2,1,1
1798,1,2,1,2,3,24,4,0,1,0,7,2,2,2,1,1,2,1,3,2,1,1
1799,1,2,1,2,3,24,2,0,1,0,7,2,2,3,0,1,2,1,3,2,1,0
1800,0,0,1,2,3,24,0,2,1,1,7,2,2,3,1,1,2,1,3,2,1,1
1801,0,0,1,2,3,24,3,0,1,0,7,2,2,3,1,1,2,1,3,2,1,1
1802,0,0,1,2,3,24,2,2,1,0,7,2,2,3,0,2,2,1,3,2,1,1
1803,2,0,1,2,3,24,2,1,1,0,7,2,2,0,0,1,2,1,3,2,1,1
1804,2,0,1,2,3,24,0,1,1,0,7,2,2,0,1,1,2,1,3,2,1,1
1805,2,0,1,2,3,24,3,0,1,0,7,2,2,0,1,2,2,1,3,2,1,1
1806,2,0,1,2,3,24,1,2,1,1,7,2,2,0,0,2,2,1,3,2,1,1
1807,2,0,1,2,3,24,4,2,1,0,7,2,2,0,1,1,2,1,3,2,1,1
1808,2,0,1,2,3,24,2,0,1,0,7,2,2,0,0,1,2,1,3,2,1,1
1809,1,0,0,2,1,20,4,2,1,0,4,4,4,2,1,1,0,1,3,2,1,1
1810,1,1,0,2,1,20,2,2,1,0,4,4,4,1,0,2,0,1,3,2,1,1
1811,1,1,0,2,1,20,1,0,1,0,4,4,4,1,0,2,0,1,3,2,1,1
1812,1,1,0,2,1,20,2,0,1,0,4,4,4,2,0,2,0,1,3,2,1,0
1813,1,1,0,2,1,20,2,0,1,0,4,4,4,2,1,2,0,1,3,2,1,1
1814,1,1,0,2,1,20,4,0,1,0,4,4,4,3,0,2,0,1,3,2,1,0
1815,1,1,0,2,1,20,1,0,1,0,4,4,4,2,1,1,0,1,3,2,1,1
1816,1,2,0,2,1,20,4,0,1,0,4,4,4,1,0,2,0,1,3,2,1,0
1817,1,2,0,2,1,20,1,0,1,0,4,4,4,1,0,2,0,1,3,2,1,1
1818,1,2,0,2,1,20,0,0,1,0,4,4,4,1,1,2,0,1,3,2,1,0
1819,1,2,0,2,1,20,4,2,1,0,4,4,4,2,1,2,0,1,3,2,1,0
1820,1,2,0,2,1,20,4,0,1,0,4,4,4,2,1,1,0,1,3,2,1,0
1821,1,2,0,2,1,20,2,0,1,0,4,4,4,3,0,1,0,1,3,2,1,0
1822,0,0,0,2,1,20,0,2,1,1,4,4,4,3,1,1,0,1,3,2,1,0
1823,0,0,0,2,1,20,3,0,1,0,4,4,4,3,1,1,0,1,3,2,1,1
1824,0,0,0,2,1,20,2,2,1,0,4,4,4,3,0,2,0,1,3,2,1,0
1825,2,0,0,2,1,20,2,1,1,0,4,4,4,0,0,1,0,1,3,2,1,0
1826,2,0,0,2,1,20,0,1,1,0,4,4,4,0,1,1,0,1,3,2,1,0
1827,2,0,0,2,1,20,3,0,1,0,4,4,4,0,1,2,0,1,3,2,1,1
1828,2,0,0,2,1,20,1,2,1,1,4,4,4,0,0,2,0,1,3,2,1,1
1829,2,0,0,2,1,20,4,2,1,0,4,4,4,0,1,1,0,1,3,2,1,1
1830,2,0,0,2,1,20,2,0,1,0,4,4,4,0,0,1,0,1,3,2,1,0
1831,1,0,1,2,2,12,4,2,0,0,1,1,3,2,1,1,1,2,2,1,0,1
1832,1,1,1,2,2,12,2,2,0,0,1,1,3,1,0,2,1,2,2,1,0,1
1833,1,1,1,2,2,12,0,2,0,0,1,1,3,1,1,2,1,2,2,1,0,1
1834,1,1,1,2,2,12,1,0,0,0,1,1,3,1,0,2,1,2,2,1,0,1
1835,1,1,1,2,2,12,2,2,0,0,1,1,3,2,1,2,1,2,2,1,0,1
1836,1,1,1,2,2,12,2,0,0,0,1,1,3,2,0,2,1,2,2,1,0,1
1837,1,1,1,2,2,12,2,0,0,0,1,1,3,2,1,2,1,2,2,1,0,1
1838,1,1,1,2,2,12,4,0,0,0,1,1,3,2,1,2,1,2,2,1,0,1
1839,1,1,1,2,2,12,2,2,0,0,1,1,3,3,0,2,1,2,2,1,0,1
1840,1,1,1,2,2,12,4,0,0,0,1,1,3,3,0,2,1,2,2,1,0,1
1841,1,1,1,2,2,12,2,2,0,0,1,1,3,2,0,1,1,2,2,1,0,1
1842,1,1,1,2,2,12,1,0,0,0,1,1,3,2,1,1,1,2,2,1,0,1
1843,1,0,1,2,2,12,2,2,0,0,1,1,3,1,0,1,1,2,2,1,0,1
1844,0,0,1,2,2,12,0,2,0,1,1,1,3,3,1,1,1,2,2,1,0,1
1845,0,0,1,2,2,12,3,0,0,0,1,1,3,3,1,1,1,2,2,1,0,0
1846,0,0,1,2,2,12,2,2,0,0,1,1,3,3,0,2,1,2,2,1,0,1
1847,2,0,1,2,2,12,2,1,0,0,1,1,3,0,0,1,1,2,2,1,0,1
1848,2,0,1,2,2,12,0,1,0,0,1,1,3,0,1,1,1,2,2,1,0,1
1849,2,0,1,2,2,12,3,0,0,0,1,1,3,0,1,2,1,2,2,1,0,0
1850,2,0,1,2,2,12,1,2,0,1,1,1,3,0,0,2,1,2,2,1,0,0
1851,2,0,1,2,2,12,4,2,0,0,1,1,3,0,1,1,1,2,2,1,0,0
1852,2,0,1,2,2,12,2,0,0,0,1,1,3,0,0,1,1,2,2,1,0,1
1853,1,0,1,2,2,0,4,2,0,0,4,4,1,2,1,1,2,0,1,3,0,1
1854,1,1,1,2,2,0,2,2,0,0,4,4,1,1,0,2,2,0,1,3,0,1
1855,1,1,1,2,2,0,0,2,0,0,4,4,1,1,1,2,2,0,1,3,0,1
1856,1,1,1,2,2,0,1,0,0,0,4,4,1,1,0,2,2,0,1,3,0,1
1857,1,1,1,2,2,0,2,2,0,0,4,4,1,2,1,2,2,0,1,3,0,1
1858,1,1,1,2,2,0,2,0,0,0,4,4,1,2,0,2,2,0,1,3,0,1
1859,1,1,1,2,2,0,2,0,0,0,4,4,1,2,1,2,2,0,1,3,0,1
1860,1,1,1,2,2,0,4,0,0,0,4,4,1,2,1,2,2,0,1,3,0,1
1861,1,1,1,2,2,0,2,2,0,0,4,4,1,3,0,2,2,0,1,3,0,1
1862,1,1,1,2,2,0,4,0,0,0,4,4,1,3,0,2,2,0,1,3,0,1
1863,1,1,1,2,2,0,2,2,0,0,4,4,1,2,0,1,2,0,1,3,0,1
1864,1,1,1,2,2,0,1,0,0,0,4,4,1,2,1,1,2,0,1,3,0,1
1865,1,0,1,2,2,0,2,2,0,0,4,4,1,1,0,1,2,0,1,3,0,0
1866,0,0,1,2,2,0,0,2,0,1,4,4,1,3,1,1,2,0,1,3,0,1
1867,0,0,1,2,2,0,3,0,0,0,4,4,1,3,1,1,2,0,1,3,0,0
1868,0,0,1,2,2,0,2,2,0,0,4,4,1,3,0,2,2,0,1,3,0,0
1869,2,0,1,2,2,0,2,1,0,0,4,4,1,0,0,1,2,0,1,3,0,0
1870,2,0,1,2,2,0,0,1,0,0,4,4,1,0,1,1,2,0,1,3,0,1
1871,2,0,1,2,2,0,3,0,0,0,4,4,1,0,1,2,2,0,1,3,0,1
1872,2,0,1,2,2,0,1,2,0,1,4,4,1,0,0,2,2,0,1,3,0,0
1873,2,0,1,2,2,0,4,2,0,0,4,4,1,0,1,1,2,0,1,3,0,1
1874,2,0,1,2,2,0,2,0,0,0,4,4,1,0,0,1,2,0,1,3,0,0
1875,1,0,1,2,2,22,4,2,0,0,1,2,1,2,1,1,1,1,3,3,1,1
1876,1,1,1,2,2,22,2,2,0,0,1,2,1,1,0,2,1,1,3,3,1,1
1877,1,1,1,2,2,22,0,2,0,0,1,2,1,1,1,2,1,1,3,3,1,1
1878,1,1,1,2,2,22,1,0,0,0,1,2,1,1,0,2,1,1,3,3,1,1
1879,1,1,1,2,2,22,2,2,0,0,1,2,1,2,1,2,1,1,3,3,1,1
1880,1,1,1,2,2,22,2,0,0,0,1,2,1,2,0,2,1,1,3,3,1,1
1881,1,1,1,2,2,22,2,0,0,0,1,2,1,2,1,2,1,1,3,3,1,1
1882,1,1,1,2,2,22,4,0,0,0,1,2,1,2,1,2,1,1,3,3,1,1
1883,1,1,1,2,2,22,2,2,0,0,1,2,1,3,0,2,1,1,3,3,1,1
1884,1,1,1,2,2,22,4,0,0,0,1,2,1,3,0,2,1,1,3,3,1,1
1885,1,1,1,2,2,22,2,2,0,0,1,2,1,2,0,1,1,1,3,3,1,1
1886,1,1,1,2,2,22,1,0,0,0,1,2,1,2,1,1,1,1,3,3,1,1
1887,1,0,1,2,2,22,2,2,0,0,1,2,1,1,0,1,1,1,3,3,1,1
1888,0,0,1,2,2,22,0,2,0,1,1,2,1,3,1,1,1,1,3,3,1,1
1889,0,0,1,2,2,22,3,0,0,0,1,2,1,3,1,1,1,1,3,3,1,1
1890,0,0,1,2,2,22,2,2,0,0,1,2,1,3,0,2,1,1,3,3,1,1
1891,2,0,1,2,2,22,2,1,0,0,1,2,1,0,0,1,1,1,3,3,1,0
1892,2,0,1,2,2,22,0,1,0,0,1,2,1,0,1,1,1,1,3,3,1,1
1893,2,0,1,2,2,22,3,0,0,0,1,2,1,0,1,2,1,1,3,3,1,1
1894,2,0,1,2,2,22,1,2,0,1,1,2,1,0,0,2,1,1,3,3,1,0
1895,2,0,1,2,2,22,4,2,0,0,1,2,1,0,1,1,1,1,3,3,1,1
1896,2,0,1,2,2,22,2,0,0,0,1,2,1,0,0,1,1,1,3,3,1,0
1897,1,0,1,2,2,24,4,2,0,0,0,4,2,2,1,1,1,2,4,2,0,1
1898,1,1,1,2,2,24,2,2,0,0,0,4,2,1,0,2,1,2,4,2,0,1
1899,1,1,1,2,2,24,0,2,0,0,0,4,2,1,1,2,1,2,4,2,0,0
1900,1,1,1,2,2,24,1,0,0,0,0,4,2,1,0,2,1,2,4,2,0,1
1901,1,1,1,2,2,24,2,2,0,0,0,4,2,2,1,2,1,2,4,2,0,1
1902,1,1,1,2,2,24,2,0,0,0,0,4,2,2,0,2,1,2,4,2,0,1
1903,1,1,1,2,2,24,2,0,0,0,0,4,2,2,1,2,1,2,4,2,0,1
1904,1,1,1,2,2,24,4,0,0,0,0,4,2,2,1,2,1,2,4,2,0,1
1905,1,1,1,2,2,24,2,2,0,0,0,4,2,3,0,2,1,2,4,2,0,1
1906,1,1,1,2,2,24,4,0,0,0,0,4,2,3,0,2,1,2,4,2,0,1
1907,1,1,1,2,2,24,2,2,0,0,0,4,2,2,0,1,1,2,4,2,0,1
1908,1,1,1,2,2,24,1,0,0,0,0,4,2,2,1,1,1,2,4,2,0,1
1909,1,0,1,2,2,24,2,2,0,0,0,4,2,1,0,1,1,2,4,2,0,0
1910,0,0,1,2,2,24,0,2,0,1,0,4,2,3,1,1,1,2,4,2,0,0
1911,0,0,1,2,2,24,3,0,0,0,0,4,2,3,1,1,1,2,4,2,0,0
1912,0,0,1,2,2,24,2,2,0,0,0,4,2,3,0,2,1,2,4,2,0,0
1913,2,0,1,2,2,24,2,1,0,0,0,4,2,0,0,1,1,2,4,2,0,0
1914,2,0,1,2,2,24,0,1,0,0,0,4,2,0,1,1,1,2,4,2,0,0
1915,2,0,1,2,2,24,3,0,0,0,0,4,2,0,1,2,1,2,4,2,0,0
1916,2,0,1,2,2,24,1,2,0,1,0,4,2,0,0,2,1,2,4,2,0,1
1917,2,0,1,2,2,24,4,2,0,0,0,4,2,0,1,1,1,2,4,2,0,1
1918,2,0,1,2,2,24,2,0,0,0,0,4,2,0,0,1,1,2,4,2,0,0
1919,1,0,0,2,2,23,4,2,0,0,2,4,2,2,1,1,1,2,3,4,1,1
1920,1,1,0,2,2,23,2,2,0,0,2,4,2,1,0,2,1,2,3,4,1,1
1921,1,1,0,2,2,23,0,2,0,0,2,4,2,1,1,2,1,2,3,4,1,0
1922,1,1,0,2,2,23,1,0,0,0,2,4,2,1,0,2,1,2,3,4,1,1
1923,1,1,0,2,2,23,2,2,0,0,2,4,2,2,1,2,1,2,3,4,1,1
1924,1,1,0,2,2,23,2,0,0,0,2,4,2,2,0,2,1,2,3,4,1,1
1925,1,1,0,2,2,23,2,0,0,0,2,4,2,2,1,2,1,2,3,4,1,1
1926,1,1,0,2,2,23,4,0,0,0,2,4,2,2,1,2,1,2,3,4,1,1
1927,1,1,0,2,2,23,2,2,0,0,2,4,2,3,0,2,1,2,3,4,1,1
1928,1,1,0,2,2,23,4,0,0,0,2,4,2,3,0,2,1,2,3,4,1,1
1929,1,1,0,2,2,23,2,2,0,0,2,4,2,2,0,1,1,2,3,4,1,1
1930,1,1,0,2,2,23,1,0,0,0,2,4,2,2,1,1,1,2,3,4,1,1
1931,1,0,0,2,2,23,2,2,0,0,2,4,2,1,0,1,1,2,3,4,1,1
1932,0,0,0,2,2,23,0,2,0,1,2,4,2,3,1,1,1,2,3,4,1,0
1933,0,0,0,2,2,23,3,0,0,0,2,4,2,3,1,1,1,2,3,4,1,1
1934,0,0,0,2,2,23,2,2,0,0,2,4,2,3,0,2,1,2,3,4,1,1
1935,2,0,0,2,2,23,2,1,0,0,2,4,2,0,0,1,1,2,3,4,1,0
1936,2,0,0,2,2,23,0,1,0,0,2,4,2,0,1,1,1,2,3,4,1,0
1937,2,0,0,2,2,23,3,0,0,0,2,4,2,0,1,2,1,2,3,4,1,0
1938,2,0,0,2,2,23,1,2,0,1,2,4,2,0,0,2,1,2,3,4,1,1
1939,2,0,0,2,2,23,4,2,0,0,2,4,2,0,1,1,1,2,3,4,1,1
1940,2,0,0,2,2,23,2,0,0,0,2,4,2,0,0,1,1,2,3,4,1,0
1941,1,0,1,2,1,7,4,2,1,0,4,5,3,2,1,1,1,3,3,2,1,1
1942,1,1,1,2,1,7,2,2,1,0,4,5,3,1,0,2,1,3,3,2,1,0
1943,1,1,1,2,1,7,1,0,1,0,4,5,3,1,0,2,1,3,3,2,1,1
1944,1,1,1,2,1,7,2,0,1,0,4,5,3,2,0,2,1,3,3,2,1,0
1945,1,1,1,2,1,7,2,0,1,0,4,5,3,2,1,2,1,3,3,2,1,0
1946,1,1,1,2,1,7,4,0,1,0,4,5,3,3,0,2,1,3,3,2,1,1
1947,1,1,1,2,1,7,1,0,1,0,4,5,3,2,1,1,1,3,3,2,1,1
1948,1,2,1,2,1,7,4,0,1,0,4,5,3,1,0,2,1,3,3,2,1,1
1949,1,2,1,2,1,7,1,0,1,0,4,5,3,1,0,2,1,3,3,2,1,1
1950,1,2,1,2,1,7,0,0,1,0,4,5,3,1,1,2,1,3,3,2,1,0
1951,1,2,1,2,1,7,4,2,1,0,4,5,3,2,1,2,1,3,3,2,1,1
1952,1,2,1,2,1,7,4,0,1,0,4,5,3,2,1,1,1,3,3,2,1,1
1953,1,2,1,2,1,7,2,0,1,0,4,5,3,3,0,1,1,3,3,2,1,1
1954,0,0,1,2,1,7,0,2,1,1,4,5,3,3,1,1,1,3,3,2,1,1
1955,0,0,1,2,1,7,3,0,1,0,4,5,3,3,1,1,1,3,3,2,1,0
1956,0,0,1,2,1,7,2,2,1,0,4,5,3,3,0,2,1,3,3,2,1,0
1957,2,0,1,2,1,7,2,1,1,0,4,5,3,0,0,1,1,3,3,2,1,0
1958,2,0,1,2,1,7,0,1,1,0,4,5,3,0,1,1,1,3,3,2,1,1
1959,2,0,1,2,1,7,3,0,1,0,4,5,3,0,1,2,1,3,3,2,1,0
1960,2,0,1,2,1,7,1,2,1,1,4,5,3,0,0,2,1,3,3,2,1,1
1961,2,0,1,2,1,7,4,2,1,0,4,5,3,0,1,1,1,3,3,2,1,1
1962,2,0,1,2,1,7,2,0,1,0,4,5,3,0,0,1,1,3,3,2,1,0
1963,1,0,1,2,1,15,4,2,1,0,6,2,2,2,1,1,2,2,2,3,1,1
1964,1,1,1,2,1,15,2,2,1,0,6,2,2,1,0,2,2,2,2,3,1,1
1965,1,1,1,2,1,15,1,0,1,0,6,2,2,1,0,2,2,2,2,3,1,1
1966,1,1,1,2,1,15,2,0,1,0,6,2,2,2,0,2,2,2,2,3,1,0
1967,1,1,1,2,1,15,2,0,1,0,6,2,2,2,1,2,2,2,2,3,1,0
1968,1,1,1,2,1,15,4,0,1,0,6,2,2,3,0,2,2,2,2,3,1,1
1969,1,1,1,2,1,15,1,0,1,0,6,2,2,2,1,1,2,2,2,3,1,1
1970,1,2,1,2,1,15,4,0,1,0,6,2,2,1,0,2,2,2,2,3,1,1
1971,1,2,1,2,1,15,1,0,1,0,6,2,2,1,0,2,2,2,2,3,1,1
1972,1,2,1,2,1,15,0,0,1,0,6,2,2,1,1,2,2,2,2,3,1,0
1973,1,2,1,2,1,15,4,2,1,0,6,2,2,2,1,2,2,2,2,3,1,1
1974,1,2,1,2,1,15,4,0,1,0,6,2,2,2,1,1,2,2,2,3,1,1
1975,1,2,1,2,1,15,2,0,1,0,6,2,2,3,0,1,2,2,2,3,1,0
1976,0,0,1,2,1,15,0,2,1,1,6,2,2,3,1,1,2,2,2,3,1,1
1977,0,0,1,2,1,15,3,0,1,0,6,2,2,3,1,1,2,2,2,3,1,0
1978,0,0,1,2,1,15,2,2,1,0,6,2,2,3,0,2,2,2,2,3,1,0
1979,2,0,1,2,1,15,2,1,1,0,6,2,2,0,0,1,2,2,2,3,1,1
1980,2,0,1,2,1,15,0,1,1,0,6,2,2,0,1,1,2,2,2,3,1,1
1981,2,0,1,2,1,15,3,0,1,0,6,2,2,0,1,2,2,2,2,3,1,0
1982,2,0,1,2,1,15,1,2,1,1,6,2,2,0,0,2,2,2,2,3,1,1
1983,2,0,1,2,1,15,4,2,1,0,6,2,2,0,1,1,2,2,2,3,1,1
1984,2,0,1,2,1,15,2,0,1,0,6,2,2,0,0,1,2,2,2,3,1,0
1985,1,0,1,2,1,15,4,2,0,0,4,4,1,2,1,1,0,0,3,3,2,1
1986,1,1,1,2,1,15,2,2,0,0,4,4,1,1,0,2,0,0,3,3,2,1
1987,1,1,1,2,1,15,1,0,0,0,4,4,1,1,0,2,0,0,3,3,2,1
1988,1,1,1,2,1,15,2,0,0,0,4,4,1,2,0,2,0,0,3,3,2,1
1989,1,1,1,2,1,15,2,0,0,0,4,4,1,2,1,2,0,0,3,3,2,0
1990,1,1,1,2,1,15,4,0,0,0,4,4,1,3,0,2,0,0,3,3,2,1
